"BehaviorSpace results (NetLogo 6.2.0)"
"Signaling Game.nlogo"
"experiment"
"09/17/2022 08:10:04:276 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-14","14"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"number-of-states","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"print-probabilities?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
,"97.59","68.28","95.91","98.68","97.65","96","50.28",,"97.94","78.79",,"98.68","60.47","77",,"57.95","95.01",,"97.65","60.54",,"96.53",,"98.03",,"98.68","50.37","98.71","98.33",,,"96.56",,,"96.52","74.88",,,"98.7",,"56.39","98.35","98.71","98.71",,,"98.69","98.68",,"96.15",,"79.15","98.68","63.33",,,,"96.55","98.32",,"81.52","98.73","98.03","98.72",,"91.46",,,"97.97","96.15","89.54",,,"97.69",,,"52.14","91.05",,,,"98.36","95.15","96.28",,"95.09",,"78.28","97.95","98.02","96.97","94.97","97.35","96.92","96.66","94.93","96.47",,"94.33","97.99"
,"97.6","68.12","95.91","98.68","97.65","96","50.31",,"97.95","78.79",,"98.68","60.47","77.04",,"57.99","95.02",,"97.65","60.58",,"96.54",,"98.03",,"98.68","50.38","98.71","98.34",,,"96.57",,,"96.53","74.95",,,"98.71",,"56.39","98.36","98.71","98.72",,,"98.69","98.68",,"96.15",,"79.17","98.68","63.22",,,,"96.56","98.32",,"81.55","98.73","98.03","98.72",,"91.47",,,"97.97","96.16","89.56",,,"97.69",,,"52.14","91.06",,,,"98.36","95.16","96.29",,"95.1",,"78.32","97.95","98.02","96.97","94.98","97.36","96.92","96.67","94.94","96.48",,"94.33","98"
,"97.6","68.12","95.92","98.69","97.65","96.01","50.32",,"97.95","78.82",,"98.68","60.49","77.08",,"57.99","95.03",,"97.65","60.64",,"96.55",,"98.03",,"98.68","50.37","98.71","98.34",,,"96.58",,,"96.53","75.03",,,"98.71",,"56.47","98.36","98.72","98.72",,,"98.69","98.68",,"96.16",,"79.17","98.69","63.22",,,,"96.56","98.32",,"81.57","98.73","98.04","98.72",,"91.49",,,"97.97","96.17","89.57",,,"97.7",,,"52.15","91.08",,,,"98.36","95.16","96.29",,"95.1",,"78.32","97.96","98.03","96.98","94.98","97.36","96.93","96.67","94.95","96.48",,"94.34","98"
,"97.61","68.19","95.93","98.69","97.66","96.02","50.3",,"97.95","78.86",,"98.68","60.51","77.08",,"58.07","95.03",,"97.66","60.7",,"96.55",,"98.04",,"98.69","50.36","98.71","98.34",,,"96.58",,,"96.54","75.03",,,"98.71",,"56.47","98.36","98.72","98.72",,,"98.7","98.69",,"96.17",,"79.24","98.69","63.28",,,,"96.57","98.33",,"81.63","98.73","98.04","98.73",,"91.5",,,"97.98","96.17","89.59",,,"97.7",,,"52.15","91.09",,,,"98.37","95.17","96.3",,"95.11",,"78.36","97.96","98.03","96.98","94.99","97.37","96.93","96.68","94.96","96.49",,"94.35","98"
,"97.61","68.27","95.93","98.69","97.66","96.02","50.3",,"97.96","78.89",,"98.69","60.53","77.08",,"58.07","95.04",,"97.66","60.76",,"96.56",,"98.04",,"98.69","50.36","98.71","98.35",,,"96.59",,,"96.54","75.03",,,"98.71",,"56.47","98.37","98.72","98.72",,,"98.7","98.69",,"96.17",,"79.31","98.69","63.35",,,,"96.57","98.33",,"81.65","98.73","98.04","98.73",,"91.52",,,"97.98","96.18","89.61",,,"97.7",,,"52.16","91.1",,,,"98.37","95.18","96.3",,"95.12",,"78.4","97.96","98.03","96.99","95","97.37","96.94","96.68","94.96","96.49",,"94.36","98.01"
,"97.61","68.3","95.94","98.69","97.67","96.03","50.3",,"97.96","78.89",,"98.69","60.53","77.08",,"58.07","95.05",,"97.66","60.67",,"96.56",,"98.04",,"98.69","50.36","98.72","98.35",,,"96.59",,,"96.55","75.07",,,"98.71",,"56.38","98.37","98.72","98.72",,,"98.7","98.69",,"96.18",,"79.34","98.69","63.35",,,,"96.58","98.33",,"81.65","98.74","98.05","98.73",,"91.54",,,"97.98","96.19","89.63",,,"97.71",,,"52.11","91.13",,,,"98.37","95.19","96.31",,"95.13",,"78.4","97.97","98.03","96.99","95.01","97.38","96.95","96.69","94.97","96.5",,"94.37","98.01"
,"97.62","68.38","95.95","98.7","97.67","96.04","50.3",,"97.97","78.93",,"98.69","60.53","77.12",,"58.11","95.06",,"97.67","60.67",,"96.57",,"98.05",,"98.69","50.38","98.72","98.35",,,"96.6",,,"96.56","75.1",,,"98.72",,"56.42","98.37","98.72","98.73",,,"98.7","98.69",,"96.19",,"79.36","98.69","63.41",,,,"96.58","98.33",,"81.68","98.74","98.05","98.73",,"91.55",,,"97.99","96.19","89.65",,,"97.71",,,"52.11","91.15",,,,"98.37","95.2","96.32",,"95.14",,"78.44","97.97","98.04","97","95.02","97.38","96.95","96.7","94.98","96.51",,"94.38","98.01"
,"97.62","68.38","95.96","98.7","97.67","96.04","50.29",,"97.97","78.97",,"98.69","60.43","77.16",,"58.15","95.07",,"97.67","60.58",,"96.58",,"98.05",,"98.7","50.38","98.72","98.35",,,"96.61",,,"96.56","75.1",,,"98.72",,"56.51","98.37","98.73","98.73",,,"98.7","98.69",,"96.19",,"79.43","98.7","63.45",,,,"96.59","98.34",,"81.7","98.74","98.05","98.73",,"91.57",,,"97.99","96.2","89.66",,,"97.72",,,"52.12","91.16",,,,"98.38","95.21","96.32",,"95.15",,"78.44","97.97","98.04","97","95.03","97.38","96.95","96.7","94.99","96.51",,"94.39","98.02"
,"97.63","68.38","95.96","98.7","97.68","96.05","50.32",,"97.97","79.01",,"98.7","60.56","77.16",,"58.15","95.08",,"97.68","60.58",,"96.58",,"98.05",,"98.7","50.38","98.72","98.36",,,"96.61",,,"96.57","75.1",,,"98.72",,"56.51","98.38","98.73","98.73",,,"98.71","98.7",,"96.2",,"79.45","98.7","63.45",,,,"96.6","98.34",,"81.76","98.74","98.06","98.73",,"91.58",,,"97.99","96.21","89.68",,,"97.72",,,"52.12","91.17",,,,"98.38","95.22","96.33",,"95.15",,"78.47","97.98","98.04","97.01","95.04","97.39","96.95","96.71","95","96.52",,"94.4","98.02"
,"97.63","68.45","95.97","98.7","97.68","96.05","50.32",,"97.97","79.04",,"98.7","60.56","77.2",,"58.15","95.08",,"97.68","60.58",,"96.59",,"98.05",,"98.7","50.42","98.72","98.36",,,"96.62",,,"96.57","75.18",,,"98.72",,"56.59","98.38","98.73","98.73",,,"98.71","98.7",,"96.21",,"79.45","98.7","63.49",,,,"96.6","98.34",,"81.78","98.74","98.06","98.74",,"91.6",,,"98","96.22","89.7",,,"97.72",,,"52.13","91.19",,,,"98.38","95.22","96.34",,"95.16",,"78.51","97.98","98.05","97.01","94.7","97.39","96.96","96.71","95.01","96.52",,"94.4","98.02"
,"97.63","68.48","95.98","98.7","97.68","96.06","50.3",,"97.98","79.08",,"98.7","60.58","77.24",,"58.15","95.09",,"97.68","60.63",,"96.59",,"98.06",,"98.7","50.42","98.73","98.36",,,"96.62",,,"96.58","75.25",,,"98.72",,"56.59","98.38","98.73","98.73",,,"98.71","98.7",,"96.21",,"79.52","98.7","63.49",,,,"96.6","98.35",,"81.81","98.75","98.06","98.74",,"91.6",,,"98","96.23","89.72",,,"97.73",,,"52.13","91.2",,,,"98.38","95.23","96.34",,"95.17",,"78.51","97.98","98.05","97.02","94.71","97.4","96.97","96.72","95.02","96.53",,"94.41","98.02"
,"97.64","68.52","95.98","98.71","97.69","96.06","50.31",,"97.98","79.11",,"98.7","60.6","77.28",,"58.15","95.1",,"97.69","60.63",,"96.6",,"98.06",,"98.7","50.41","98.73","98.37",,,"96.63",,,"96.59","75.33",,,"98.72",,"56.67","98.38","98.73","98.74",,,"98.71","98.7",,"96.22",,"79.59","98.71","63.55",,,,"96.61","98.35",,"81.83","98.75","98.06","98.74",,"91.61",,,"98","96.24","89.74",,,"97.73",,,"52.08","91.22",,,,"98.39","95.24","96.35",,"95.18",,"78.55","97.99","98.05","97.02","94.72","97.4","96.97","96.72","95.03","96.53",,"94.42","98.03"
,"97.64","68.52","95.99","98.71","97.69","96.07","50.31",,"97.98","79.11",,"98.7","60.6","77.32",,"58.19","95.11",,"97.69","60.68",,"96.6",,"98.06",,"98.71","50.41","98.73","98.37",,,"96.64",,,"96.59","75.33",,,"98.73",,"56.72","98.39","98.74","98.74",,,"98.72","98.71",,"96.23",,"79.66","98.71","63.55",,,,"96.61","98.35",,"81.83","98.75","98.07","98.74",,"91.63",,,"98.01","96.24","89.75",,,"97.74",,,"52.08","91.24",,,,"98.39","95.24","96.35",,"95.19",,"78.59","97.99","98.06","97.02","94.72","97.41","96.98","96.73","95.04","96.54",,"94.43","98.03"
,"97.65","68.59","96","98.71","97.7","96.07","50.31",,"97.99","79.15",,"98.71","60.5","77.35",,"58.11","95.12",,"97.69","60.6",,"96.61",,"98.07",,"98.71","50.42","98.73","98.37",,,"96.64",,,"96.6","75.36",,,"98.73",,"56.77","98.39","98.74","98.74",,,"98.72","98.71",,"96.23",,"79.66","98.71","63.55",,,,"96.62","98.35",,"81.86","98.75","98.07","98.74",,"91.64",,,"98.01","96.24","89.77",,,"97.74",,,"52.08","91.25",,,,"98.39","95.25","96.36",,"95.2",,"78.62","97.99","98.06","97.03","94.73","97.41","96.98","96.73","95.05","96.55",,"94.44","98.03"
,"97.65","68.66","96","98.71","97.7","96.08","50.31",,"97.99","79.18",,"98.71","60.52","77.35",,"58.19","95.13",,"97.7","60.51",,"96.62",,"98.07",,"98.71","50.41","98.73","98.37",,,"96.65",,,"96.6","75.36",,,"98.73",,"56.67","98.39","98.74","98.74",,,"98.72","98.71",,"96.24",,"79.73","98.71","63.55",,,,"96.62","98.36",,"81.88","98.75","98.07","98.75",,"91.66",,,"98.01","96.25","89.79",,,"97.74",,,"52.08","91.27",,,,"98.39","95.26","96.37",,"95.21",,"78.66","98","98.06","97.03","94.74","97.41","96.98","96.74","95.05","96.55",,"94.45","98.04"
,"97.66","68.73","96.01","98.71","97.7","96.09","50.31",,"97.99","79.22",,"98.71","60.54","77.35",,"58.19","95.14",,"97.7","60.56",,"96.62",,"98.07",,"98.71","50.41","98.74","98.38",,,"96.65",,,"96.61","75.4",,,"98.73",,"56.71","98.39","98.74","98.74",,,"98.72","98.71",,"96.25",,"79.79","98.71","63.55",,,,"96.63","98.36",,"81.94","98.76","98.07","98.75",,"91.67",,,"98.02","96.26","89.81",,,"97.75",,,"52.09","91.29",,,,"98.39","95.26","96.37",,"95.21",,"78.7","98","98.06","97.04","94.75","97.42","96.98","96.74","95.06","96.56",,"94.45","98.04"
,"97.66","68.73","96.02","98.72","97.71","96.09","50.31",,"98","79.25",,"98.71","60.56","77.39",,"58.23","95.15",,"97.7","60.56",,"96.63",,"98.07",,"98.71","50.41","98.74","98.38",,,"96.66",,,"96.61","75.4",,,"98.73",,"56.8","98.4","98.74","98.75",,,"98.72","98.71",,"96.25",,"79.81","98.72","63.55",,,,"96.64","98.36",,"81.94","98.76","98.08","98.75",,"91.69",,,"98.02","96.27","89.83",,,"97.75",,,"52.09","91.31",,,,"98.4","95.27","96.38",,"95.22",,"78.7","98","98.07","97.04","94.76","97.42","96.99","96.75","95.07","96.56",,"94.46","98.04"
,"97.66","68.73","96.02","98.72","97.71","96.1","50.31",,"98","79.28",,"98.71","60.58","77.43",,"58.23","95.16",,"97.71","60.56",,"96.63",,"98.08",,"98.72","50.41","98.74","98.38",,,"96.66",,,"96.61","75.43",,,"98.74",,"56.7","98.4","98.75","98.75",,,"98.73","98.72",,"96.26",,"79.81","98.72","63.55",,,,"96.64","98.36",,"81.96","98.76","98.08","98.75",,"91.7",,,"98.02","96.28","89.84",,,"97.75",,,"52.09","91.33",,,,"98.4","95.28","96.38",,"95.23",,"78.73","98.01","98.07","97.04","94.77","97.42","96.99","96.75","95.08","96.57",,"94.47","98.05"
,"97.67","68.73","96.03","98.72","97.71","96.11","50.31",,"98","79.31",,"98.72","60.61","77.43",,"58.15","95.16",,"97.71","60.47",,"96.64",,"98.08",,"98.72","50.41","98.74","98.38",,,"96.67",,,"96.62","75.51",,,"98.74",,"56.7","98.4","98.75","98.75",,,"98.73","98.72",,"96.26",,"79.84","98.72","63.44",,,,"96.64","98.37",,"81.98","98.76","98.08","98.75",,"91.72",,,"98.03","96.29","89.84",,,"97.76",,,"52.09","91.33",,,,"98.4","95.29","96.39",,"95.24",,"78.77","98.01","98.07","97.05","94.78","97.43","97","96.76","95.09","96.58",,"94.48","98.05"
,"97.67","68.8","96.04","98.72","97.72","96.11","50.31",,"98.01","79.35",,"98.72","60.63","77.43",,"58.19","95.17",,"97.71","60.39",,"96.65",,"98.08",,"98.72","50.41","98.74","98.39",,,"96.67",,,"96.63","75.54",,,"98.74",,"56.74","98.4","98.75","98.75",,,"98.73","98.72",,"96.27",,"79.86","98.72","63.33",,,,"96.65","98.37",,"82","98.76","98.09","98.75",,"91.73",,,"98.03","96.29","89.86",,,"97.76",,,"52.04","91.35",,,,"98.4","95.3","96.4",,"95.25",,"78.81","98.01","98.08","97.05","94.79","97.43","97.01","96.76","95.1","96.58",,"94.49","98.05"
,"97.67","68.87","96.04","98.72","97.72","96.12","50.31",,"98.01","79.35",,"98.72","60.53","77.47",,"58.22","95.18",,"97.72","60.3",,"96.65",,"98.09",,"98.72","50.46","98.75","98.39",,,"96.68",,,"96.63","75.57",,,"98.74",,"56.65","98.41","98.75","98.75",,,"98.73","98.72",,"96.28",,"79.89","98.72","63.33",,,,"96.65","98.37",,"82.03","98.77","98.09","98.76",,"91.75",,,"98.03","96.3","89.88",,,"97.76",,,"52.04","91.36",,,,"98.41","95.31","96.4",,"95.26",,"78.84","98.02","98.08","97.05","94.8","97.44","97.01","96.77","95.1","96.59",,"94.5","98.06"
,"97.68","68.91","96.05","98.73","97.73","96.13","50.31",,"98.01","79.38",,"98.72","60.53","77.51",,"58.3","95.19",,"97.72","60.35",,"96.66",,"98.09",,"98.72","50.45","98.75","98.39",,,"96.68",,,"96.64","75.65",,,"98.74",,"56.69","98.41","98.75","98.75",,,"98.73","98.72",,"96.28",,"79.95","98.73","63.4",,,,"96.66","98.38",,"82.08","98.77","98.09","98.76",,"91.76",,,"98.04","96.3","89.9",,,"97.77",,,"52","91.38",,,,"98.41","95.31","96.41",,"95.26",,"78.88","98.02","98.08","97.06","94.81","97.44","97.02","96.77","95.11","96.6",,"94.5","98.06"
,"97.68","68.98","96.06","98.73","97.73","96.13","50.31",,"98.02","79.42",,"98.72","60.53","77.51",,"58.34","95.2",,"97.73","60.35",,"96.66",,"98.09",,"98.73","50.44","98.75","98.39",,,"96.69",,,"96.64","75.72",,,"98.75",,"56.69","98.41","98.76","98.76",,,"98.73","98.73",,"96.29",,"79.97","98.73","63.29",,,,"96.66","98.38",,"82.11","98.77","98.1","98.76",,"91.78",,,"98.04","96.31","89.92",,,"97.77",,,"51.95","91.39",,,,"98.41","95.32","96.41",,"95.27",,"78.91","98.02","98.09","97.06","94.82","97.45","97.02","96.78","95.12","96.6",,"94.51","98.06"
,"97.69","69.01","96.06","98.73","97.73","96.14","50.33",,"98.02","79.45",,"98.73","60.43","77.54",,"58.42","95.21",,"97.73","60.35",,"96.67",,"98.1",,"98.73","50.44","98.75","98.4",,,"96.7",,,"96.65","75.79",,,"98.75",,"56.77","98.41","98.76","98.76",,,"98.74","98.73",,"96.3",,"80","98.73","63.29",,,,"96.67","98.38",,"82.11","98.77","98.1","98.76",,"91.79",,,"98.04","96.32","89.94",,,"97.77",,,"51.96","91.41",,,,"98.41","95.33","96.42",,"95.27",,"78.95","98.03","98.09","97.07","94.82","97.45","97.03","96.79","95.13","96.61",,"94.52","98.07"
,"97.69","69.05","96.07","98.73","97.73","96.14","50.33",,"98.02","79.45",,"98.73","60.45","77.58",,"58.42","95.21",,"97.73","60.26",,"96.67",,"98.1",,"98.73","50.44","98.75","98.4",,,"96.7",,,"96.65","75.87",,,"98.75",,"56.85","98.42","98.76","98.76",,,"98.74","98.73",,"96.3",,"79.71","98.73","63.19",,,,"96.67","98.38",,"82.16","98.77","98.1","98.76",,"91.81",,,"98.05","96.32","89.94",,,"97.78",,,"51.96","91.43",,,,"98.42","95.34","96.42",,"95.28",,"78.98","98.03","98.09","97.07","94.82","97.46","97.03","96.79","95.14","96.61",,"94.53","98.07"
,"97.69","69.12","96.07","98.73","97.73","96.15","50.36",,"98.03","79.23",,"98.73","60.45","77.62",,"58.46","95.22",,"97.74","60.18",,"96.68",,"98.1",,"98.73","50.45","98.76","98.4",,,"96.71",,,"96.66","75.9",,,"98.75",,"56.85","98.42","98.76","98.76",,,"98.74","98.73",,"96.3",,"79.78","98.73","63.08",,,,"96.68","98.39",,"82.22","98.77","98.1","98.77",,"91.82",,,"98.05","96.33","89.96",,,"97.78",,,"51.97","91.45",,,,"98.42","95.34","96.43",,"95.29",,"79.02","98.03","98.09","97.07","94.83","97.46","97.03","96.8","95.15","96.62",,"94.54","98.07"
,"97.69","69.12","96.08","98.74","97.74","96.16","50.36",,"98.03","79.26",,"98.73","60.47","77.62",,"58.46","95.23",,"97.74","60.24",,"96.68",,"98.11",,"98.73","50.45","98.76","98.4",,,"96.71",,,"96.67","75.93",,,"98.75",,"56.85","98.42","98.76","98.76",,,"98.74","98.73",,"96.31",,"79.5","98.74","63.08",,,,"96.68","98.39",,"82.22","98.78","98.11","98.77",,"91.83",,,"98.05","96.33","89.98",,,"97.79",,,"51.97","91.46",,,,"98.42","95.35","96.44",,"95.3",,"79.02","98.04","98.1","97.08","94.84","97.46","97.04","96.8","95.16","96.63",,"94.55","98.08"
,"97.7","69.12","96.09","98.74","97.74","96.16","50.38",,"98.03","79.26",,"98.73","60.47","77.66",,"58.46","95.24",,"97.75","60.24",,"96.69",,"98.11",,"98.74","50.45","98.76","98.41",,,"96.72",,,"96.67","75.97",,,"98.76",,"56.93","98.42","98.76","98.77",,,"98.74","98.74",,"96.31",,"79.5","98.74","63.12",,,,"96.69","98.39",,"82.24","98.78","98.11","98.77",,"91.85",,,"98.05","96.34","90",,,"97.79",,,"51.97","91.48",,,,"98.42","95.36","96.44",,"95.3",,"79.05","98.04","98.1","97.08","94.85","97.47","97.04","96.81","95.17","96.63",,"94.56","98.08"
,"97.7","69.18","96.09","98.74","97.74","96.17","50.39",,"98.04","79.29",,"98.74","60.37","77.69",,"58.46","95.24",,"97.75","60.28",,"96.7",,"98.11",,"98.74","50.45","98.76","98.41",,,"96.72",,,"96.68","76.04",,,"98.76",,"56.93","98.43","98.77","98.77",,,"98.75","98.74",,"96.32",,"79.5","98.74","63.16",,,,"96.7","98.39",,"82.27","98.78","98.11","98.77",,"91.86",,,"98.06","96.34","90.01",,,"97.79",,,"51.97","91.5",,,,"98.43","95.37","96.45",,"95.31",,"79.05","98.04","98.1","97.09","94.86","97.47","97.05","96.81","95.17","96.64",,"94.57","98.08"
,"97.7","69.18","96.09","98.74","97.75","96.17","50.35",,"98.04","79.32",,"98.74","60.37","77.73",,"58.38","95.25",,"97.75","60.34",,"96.7",,"98.11",,"98.74","50.44","98.76","98.41",,,"96.73",,,"96.68","76.04",,,"98.76",,"56.93","98.43","98.77","98.77",,,"98.75","98.74",,"96.33",,"79.56","98.74","63.2",,,,"96.7","98.39",,"82.27","98.78","98.12","98.77",,"91.88",,,"98.06","96.35","90.03",,,"97.8",,,"51.98","91.52",,,,"98.43","95.38","96.45",,"95.32",,"79.09","98.05","98.11","97.09","94.87","97.47","97.05","96.82","95.18","96.64",,"94.57","98.08"
,"97.71","69.18","96.1","98.74","97.75","96.18","50.33",,"98.04","79.32",,"98.74","60.5","77.77",,"58.42","95.26",,"97.76","60.39",,"96.71",,"98.12",,"98.74","50.44","98.77","98.41",,,"96.73",,,"96.69","76.11",,,"98.76",,"56.98","98.43","98.77","98.77",,,"98.75","98.74",,"96.33",,"79.56","98.74","63.2",,,,"96.71","98.4",,"82.32","98.78","98.12","98.78",,"91.89",,,"98.06","96.36","90.05",,,"97.8",,,"51.98","91.54",,,,"98.43","95.38","96.46",,"95.33",,"79.09","98.05","98.11","97.1","94.88","97.48","97.06","96.82","95.19","96.65",,"94.58","98.09"
,"97.71","69.22","96.11","98.75","97.75","96.19","50.37",,"98.05","79.35",,"98.74","60.4","77.8",,"58.42","95.26",,"97.76","60.45",,"96.71",,"98.12",,"98.74","50.44","98.77","98.42",,,"96.74",,,"96.69","76.14",,,"98.76",,"56.98","98.43","98.77","98.77",,,"98.75","98.74",,"96.34",,"79.56","98.75","63.26",,,,"96.71","98.4",,"82.32","98.79","98.12","98.78",,"91.91",,,"98.07","96.37","90.06",,,"97.8",,,"51.78","91.54",,,,"98.43","95.39","96.46",,"95.34",,"79.12","98.05","98.11","97.1","94.88","97.48","97.06","96.83","95.2","96.65",,"94.59","98.09"
,"97.72","69.22","96.11","98.75","97.76","96.19","50.35",,"98.05","79.39",,"98.74","60.4","77.84",,"58.5","95.27",,"97.76","60.49",,"96.71",,"98.12",,"98.75","50.44","98.77","98.42",,,"96.74",,,"96.7","76.17",,,"98.77",,"57.03","98.44","98.77","98.78",,,"98.75","98.75",,"96.34",,"79.56","98.75","63.16",,,,"96.72","98.4",,"82.38","98.79","98.12","98.78",,"91.92",,,"98.07","96.37","90.08",,,"97.81",,,"51.78","91.56",,,,"98.44","95.4","96.47",,"95.34",,"79.16","98.06","98.11","97.1","94.89","97.49","97.07","96.83","95.21","96.66",,"94.6","98.09"
,"97.72","69.25","96.12","98.75","97.76","96.2","50.35",,"98.05","79.43",,"98.75","60.42","77.88",,"58.5","95.28",,"97.77","60.49",,"96.72",,"98.13",,"98.75","50.44","98.77","98.42",,,"96.75",,,"96.7","76.2",,,"98.77",,"56.93","98.44","98.77","98.78",,,"98.76","98.75",,"96.35",,"79.59","98.75","63.22",,,,"96.72","98.4",,"82.38","98.79","98.13","98.78",,"91.93",,,"98.07","96.38","90.1",,,"97.81",,,"51.79","91.57",,,,"98.44","95.41","96.48",,"95.35",,"79.19","98.06","98.12","97.11","94.89","97.49","97.07","96.84","95.22","96.66",,"94.61","98.1"
,"97.72","69.32","96.13","98.75","97.76","96.21","50.33",,"98.06","79.46",,"98.75","60.54","77.88",,"58.5","95.29",,"97.77","60.49",,"96.72",,"98.13",,"98.75","50.45","98.77","98.43",,,"96.75",,,"96.71","76.24",,,"98.77",,"57.01","98.44","98.78","98.78",,,"98.76","98.75",,"96.36",,"79.65","98.75","63.26",,,,"96.73","98.41",,"82.4","98.79","98.13","98.78",,"91.95",,,"98.08","96.39","90.12",,,"97.81",,,"51.79","91.59",,,,"98.44","95.41","96.48",,"95.36",,"79.22","98.06","98.12","97.11","94.9","97.49","97.08","96.84","95.22","96.67",,"94.62","98.1"
,"97.73","69.39","96.13","98.75","97.77","96.21","50.34",,"98.06","79.49",,"98.75","60.54","77.91",,"58.5","95.3",,"97.77","60.54",,"96.73",,"98.13",,"98.75","50.46","98.78","98.43",,,"96.76",,,"96.71","76.27",,,"98.77",,"57.05","98.44","98.78","98.78",,,"98.76","98.75",,"96.36",,"79.67","98.75","63.26",,,,"96.73","98.41",,"82.42","98.79","98.13","98.78",,"91.96",,,"98.08","96.4","90.13",,,"97.82",,,"51.74","91.6",,,,"98.44","95.42","96.49",,"95.37",,"79.26","98.07","98.12","97.12","94.91","97.5","97.08","96.85","95.23","96.68",,"94.63","98.1"
,"97.73","69.45","96.14","98.76","97.77","96.22","50.33",,"98.06","79.53",,"98.75","60.54","77.95",,"58.42","95.3",,"97.78","60.54",,"96.73",,"98.14",,"98.75","50.48","98.78","98.43",,,"96.76",,,"96.72","76.34",,,"98.77",,"57.1","98.45","98.78","98.78",,,"98.76","98.75",,"96.37",,"79.67","98.76","63.31",,,,"96.73","98.41",,"82.47","98.8","98.14","98.79",,"91.98",,,"98.08","96.4","90.15",,,"97.82",,,"51.74","91.61",,,,"98.45","95.43","96.49",,"95.38",,"79.3","98.07","98.13","97.12","94.92","97.5","97.09","96.85","95.24","96.68",,"94.63","98.11"
,"97.73","69.52","96.14","98.76","97.78","96.22","50.33",,"98.07","79.56",,"98.75","60.54","77.95",,"58.42","95.31",,"97.78","60.59",,"96.74",,"98.14",,"98.75","50.48","98.78","98.43",,,"96.77",,,"96.73","76.37",,,"98.77",,"57.18","98.45","98.78","98.78",,,"98.76","98.76",,"96.37",,"79.74","98.76","63.35",,,,"96.74","98.41",,"82.53","98.8","98.14","98.79",,"91.99",,,"98.09","96.41","90.17",,,"97.82",,,"51.75","91.63",,,,"98.45","95.44","96.5",,"95.38",,"79.33","98.07","98.13","97.13","94.93","97.51","97.09","96.86","95.25","96.69",,"94.64","98.11"
,"97.74","69.36","96.15","98.76","97.78","96.23","50.33",,"98.07","79.59",,"98.75","60.54","77.98",,"58.45","95.32",,"97.78","60.59",,"96.75",,"98.14",,"98.76","50.47","98.78","98.44",,,"96.78",,,"96.73","76.4",,,"98.78",,"57.18","98.45","98.78","98.79",,,"98.76","98.76",,"96.38",,"79.76","98.76","63.41",,,,"96.74","98.42",,"82.55","98.8","98.14","98.79",,"92.01",,,"98.09","96.42","90.18",,,"97.83",,,"51.71","91.63",,,,"98.45","95.44","96.5",,"95.39",,"79.37","98.08","98.13","97.13","94.94","97.51","97.1","96.86","95.26","96.69",,"94.65","98.11"
,"97.74","69.39","96.16","98.76","97.78","96.24","50.34",,"98.07","79.63",,"98.76","60.45","78.02",,"58.53","95.33",,"97.79","60.59",,"96.75",,"98.14",,"98.76","50.47","98.78","98.44",,,"96.78",,,"96.74","76.4",,,"98.78",,"57.26","98.45","98.79","98.79",,,"98.77","98.76",,"96.38",,"79.78","98.76","63.41",,,,"96.75","98.42",,"82.57","98.8","98.15","98.79",,"92.02",,,"98.09","96.43","90.2",,,"97.83",,,"51.71","91.65",,,,"98.45","95.44","96.51",,"95.4",,"79.4","98.08","98.13","97.14","94.94","97.51","97.1","96.87","95.27","96.7",,"94.66","98.11"
